0.0000 	 1.0000 	 0.00 
100000.0000 	 1.0000 	 5000000277.78 
200000.0000 	 1.0000 	 20000004444.45 
300000.0000 	 1.0000 	 45000022500.02 
400000.0000 	 1.0000 	 80000071111.21 
500000.0000 	 1.0000 	 125000173611.47 
600000.0000 	 1.0000 	 180000360001.08 
700000.0000 	 1.0000 	 245000666947.17 
800000.0000 	 1.0000 	 320001137783.85 
900000.0000 	 1.0000 	 405001822512.30 
1000000.0000 	 1.0000 	 500002777800.93 
1100000.0000 	 1.0000 	 605004066985.45 
1200000.0000 	 1.0000 	 720005760069.12 
1300000.0000 	 1.0000 	 845007933722.84 
1400000.0000 	 1.0000 	 980010671285.41 
1500000.0000 	 1.0000 	 1125014062763.68 
1600000.0000 	 1.0000 	 1280018204832.81 
1700000.0000 	 1.0000 	 1445023200836.53 
1800000.0000 	 1.0000 	 1620029160787.34 
1900000.0000 	 1.0000 	 1805036201366.84 
2000000.0000 	 1.0000 	 2000044445925.98 
2100000.0000 	 1.0000 	 2205054024485.41 
2200000.0000 	 1.0000 	 2420065073735.76 
2300000.0000 	 1.0000 	 2645077737038.04 
2400000.0000 	 1.0000 	 2880092164423.92 
2500000.0000 	 1.0000 	 3125108512596.18 
2600000.0000 	 1.0000 	 3380126944929.05 
2700000.0000 	 1.0000 	 3645147631468.67 
2800000.0000 	 1.0000 	 3920170748933.46 
2900000.0000 	 1.0000 	 4205196480714.58 
3000000.0000 	 1.0001 	 4500225016876.41 
3100000.0000 	 1.0001 	 4805256554157.01 
3200000.0000 	 1.0001 	 5120291295968.60 
3300000.0000 	 1.0001 	 5445329452398.11 
3400000.0000 	 1.0001 	 5780371240207.63 
3500000.0000 	 1.0001 	 6125416882835.05 
3600000.0000 	 1.0001 	 6480466610394.53 
3700000.0000 	 1.0001 	 6845520659677.12 
3800000.0000 	 1.0001 	 7220579274151.37 
3900000.0000 	 1.0001 	 7605642703963.88 
4000000.0000 	 1.0001 	 8000711205939.98 
4100000.0000 	 1.0001 	 8405785043584.34 
4200000.0000 	 1.0001 	 8820864487081.68 
4300000.0000 	 1.0001 	 9245949813297.35 
4400000.0000 	 1.0001 	 9681041305778.12 
4500000.0000 	 1.0001 	 10126139254752.85 
4600000.0000 	 1.0001 	 10581243957133.19 
4700000.0000 	 1.0001 	 11046355716514.37 
4800000.0000 	 1.0001 	 11521474843175.93 
4900000.0000 	 1.0001 	 12006601654082.53 
5000000.0000 	 1.0001 	 12501736472884.67 
5100000.0000 	 1.0001 	 13006879629919.60 
5200000.0000 	 1.0002 	 13522031462212.06 
5300000.0000 	 1.0002 	 14047192313475.17 
5400000.0000 	 1.0002 	 14582362534111.29 
5500000.0000 	 1.0002 	 15127542481212.87 
5600000.0000 	 1.0002 	 15682732518563.37 
5700000.0000 	 1.0002 	 16247933016638.15 
5800000.0000 	 1.0002 	 16823144352605.42 
5900000.0000 	 1.0002 	 17408366910327.17 
6000000.0000 	 1.0002 	 18003601080360.12 
6100000.0000 	 1.0002 	 18608847259956.75 
6200000.0000 	 1.0002 	 19224105853066.20 
6300000.0000 	 1.0002 	 19849377270335.38 
6400000.0000 	 1.0002 	 20484661929109.94 
6500000.0000 	 1.0002 	 21129960253435.34 
6600000.0000 	 1.0002 	 21785272674057.90 
6700000.0000 	 1.0002 	 22450599628425.87 
6800000.0000 	 1.0003 	 23125941560690.54 
6900000.0000 	 1.0003 	 23811298921707.39 
7000000.0000 	 1.0003 	 24506672169037.11 
7100000.0000 	 1.0003 	 25212061766946.88 
7200000.0000 	 1.0003 	 25927468186411.43 
7300000.0000 	 1.0003 	 26652891905114.29 
7400000.0000 	 1.0003 	 27388333407448.92 
7500000.0000 	 1.0003 	 28133793184519.98 
7600000.0000 	 1.0003 	 28889271734144.56 
7700000.0000 	 1.0003 	 29654769560853.38 
7800000.0000 	 1.0003 	 30430287175892.09 
7900000.0000 	 1.0003 	 31215825097222.54 
8000000.0000 	 1.0004 	 32011383849524.10 
8100000.0000 	 1.0004 	 32816963964194.95 
8200000.0000 	 1.0004 	 33632565979353.41 
8300000.0000 	 1.0004 	 34458190439839.32 
8400000.0000 	 1.0004 	 35293837897215.37 
8500000.0000 	 1.0004 	 36139508909768.50 
8600000.0000 	 1.0004 	 36995204042511.30 
8700000.0000 	 1.0004 	 37860923867183.44 
8800000.0000 	 1.0004 	 38736668962253.07 
8900000.0000 	 1.0004 	 39622439912918.30 
9000000.0000 	 1.0005 	 40518237311108.68 
9100000.0000 	 1.0005 	 41424061755486.62 
9200000.0000 	 1.0005 	 42339913851448.96 
9300000.0000 	 1.0005 	 43265794211128.49 
9400000.0000 	 1.0005 	 44201703453395.41 
9500000.0000 	 1.0005 	 45147642203858.99 
9600000.0000 	 1.0005 	 46103611094869.02 
9700000.0000 	 1.0005 	 47069610765517.55 
9800000.0000 	 1.0005 	 48045641861640.29 
9900000.0000 	 1.0005 	 49031705035818.47 
10000000.0000 	 1.0006 	 50027800947380.25 
10100000.0000 	 1.0006 	 51033930262402.57 
10200000.0000 	 1.0006 	 52050093653712.68 
10300000.0000 	 1.0006 	 53076291800889.88 
10400000.0000 	 1.0006 	 54112525390267.27 
10500000.0000 	 1.0006 	 55158795114933.40 
10600000.0000 	 1.0006 	 56215101674734.06 
10700000.0000 	 1.0006 	 57281445776274.03 
10800000.0000 	 1.0006 	 58357828132918.82 
10900000.0000 	 1.0007 	 59444249464796.52 
11000000.0000 	 1.0007 	 60540710498799.58 
11100000.0000 	 1.0007 	 61647211968586.64 
11200000.0000 	 1.0007 	 62763754614584.34 
11300000.0000 	 1.0007 	 63890339183989.22 
11400000.0000 	 1.0007 	 65026966430769.66 
11500000.0000 	 1.0007 	 66173637115667.62 
11600000.0000 	 1.0007 	 67330352006200.67 
11700000.0000 	 1.0008 	 68497111876663.90 
11800000.0000 	 1.0008 	 69673917508131.85 
11900000.0000 	 1.0008 	 70860769688460.50 
12000000.0000 	 1.0008 	 72057669212289.20 
12100000.0000 	 1.0008 	 73264616881042.73 
12200000.0000 	 1.0008 	 74481613502933.28 
12300000.0000 	 1.0008 	 75708659892962.48 
12400000.0000 	 1.0009 	 76945756872923.48 
12500000.0000 	 1.0009 	 78192905271403.03 
12600000.0000 	 1.0009 	 79450105923783.48 
